locationid,Applicant,FacilityType,cnn,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,X,Y,Latitude,Longitude,Schedule,dayshours,NOISent,Approved,Received,PriorPermit,ExpirationDate,Location,,,,,
437215,Natan's Catering,Truck,5337000,EVANS AVE: RANKIN ST to SELBY ST (1800 - 1890),1801 EVANS AVE,5232005,5232,5,13MFF-0102,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6014340.249,2099120.438,37.7445911951,-122.3930768809,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0102&ExportPDF=1&Filename=13MFF-0102_schedule.pdf,Mo-Fr:12PM-1PM,,04/12/2013 02:43:48 PM,Apr 12 2013  2:33PM,1,03/15/2014 12:00:00 AM,"(37.7445912089067, -122.393076880848)",,,,,
437216,Natan's Catering,Truck,2157202,ALEMANY BLVD: FOLSOM ST to ELLSWORTH ST \ I-280 S OFF RAMP \ I-280 S ON RAMP (400 - 498) -- NORTH --,400 ALEMANY BLVD,5843024,5843,24,13MFF-0102,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6008042.13742,2095078.99168,37.7331423951,-122.4145686324,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0102&ExportPDF=1&Filename=13MFF-0102_schedule.pdf,Mo-Fr:12PM-1PM,,04/12/2013 02:43:48 PM,Apr 12 2013  2:33PM,1,03/15/2014 12:00:00 AM,"(37.7331424089687, -122.414568632409)",,,,,
437217,Natan's Catering,Truck,1507000,26TH ST: RHODE ISLAND ST to KANSAS ST (2200 - 2299),Assessors Block 4281a/Lot012A,4281a012A,4281a,012A,13MFF-0102,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6011939.286,2101416.045,37.7507607695,-122.4015402914,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0102&ExportPDF=1&Filename=13MFF-0102_schedule.pdf,Sa/Sa/Sa/Sa/Sa:12AM-1AM,Mo/Mo/Mo/Mo/Mo:6AM-7AM/8AM-9AM,Su/Su/Su/Su/Su:9AM-10AM,Mo/Mo/Mo/Mo/Mo:9AM-1,,04/12/2013 02:43:48 PM,Apr 12 2013  2:33PM,1,03/15/2014 12:00:00 AM,"(37.7507607832692, -122.401540291347)",,
437218,Natan's Catering,Truck,10827000,QUINT ST: ARTHUR AVE to CUSTER AVE (1 - 199),50 QUINT ST,5201001,5201,1,13MFF-0102,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6015535.265,2099780.721,37.7464705066,-122.3889908087,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0102&ExportPDF=1&Filename=13MFF-0102_schedule.pdf,Mo-Su:7AM-8AM,,04/12/2013 02:43:48 PM,Apr 12 2013  2:33PM,1,03/15/2014 12:00:00 AM,"(37.7464705204604, -122.388990808645)",,,,,
437219,Natan's Catering,Truck,8694000,MARIN ST: END to MICHIGAN ST (800 - 899),888 MARIN ST,4358007,4358,7,13MFF-0102,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6016687.302,2100845.634,37.749458329,-122.3850813397,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0102&ExportPDF=1&Filename=13MFF-0102_schedule.pdf,Mo-Su:8AM-9AM,,04/12/2013 02:43:48 PM,Apr 12 2013  2:33PM,1,03/15/2014 12:00:00 AM,"(37.7494583428374, -122.385081339669)",,,,,
437220,Natan's Catering,Truck,197101,03RD ST: MARIN ST to ARTHUR AVE \ CARGO WAY (3201 - 3399) -- EAST --,3201 03RD ST,4377001,4377,1,13MFF-0102,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6016160.221,2100487.333,37.7484453388,-122.386879032,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0102&ExportPDF=1&Filename=13MFF-0102_schedule.pdf,Mo-Su:8AM-9AM,,04/12/2013 02:43:48 PM,Apr 12 2013  2:33PM,1,03/15/2014 12:00:00 AM,"(37.748445352649, -122.38687903197)",,,,,
437221,Natan's Catering,Truck,7727000,KANSAS ST: 16TH ST to 17TH ST (300 - 399),350 KANSAS ST,3958001D,3958,001D,13MFF-0102,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6011363.148,2106748.619,37.7653706693,-122.4039078482,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0102&ExportPDF=1&Filename=13MFF-0102_schedule.pdf,Mo-Su:9AM-10AM,,04/12/2013 02:43:48 PM,Apr 12 2013  2:33PM,1,03/15/2014 12:00:00 AM,"(37.7653706831121, -122.403907848202)",,,,,
437222,Natan's Catering,Truck,188101,03RD ST: 18TH ST to 19TH ST (2101 - 2199) -- EAST --,2101 03RD ST,4045004,4045,4,13MFF-0102,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0102&ExportPDF=1&Filename=13MFF-0102_schedule.pdf,Mo-Su:9AM-10AM,,04/12/2013 02:43:48 PM,Apr 12 2013  2:33PM,1,03/15/2014 12:00:00 AM,,,,,,
437223,Natan's Catering,Truck,7164000,,Assessors Block 8722/Lot001,8722001,8722,1,13MFF-0102,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6016110.001,2107608.418,37.7679955457,-122.3875494265,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0102&ExportPDF=1&Filename=13MFF-0102_schedule.pdf,Sa/Sa/Sa/Sa/Sa:12AM-1AM,Mo/Mo/Mo/Mo/Mo:6AM-7AM/8AM-9AM,Su/Su/Su/Su/Su:9AM-10AM,Mo/Mo/Mo/Mo/Mo:9AM-1,,04/12/2013 02:43:48 PM,Apr 12 2013  2:33PM,1,03/15/2014 12:00:00 AM,"(37.767995559478, -122.387549426537)",,
437224,Natan's Catering,Truck,4345000,CONNECTICUT ST: 17TH ST to MARIPOSA ST (100 - 199),146 CONNECTICUT ST,3983037,3983,37,13MFF-0102,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6013067.343,2106377.709,37.7644472956,-122.3979873715,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0102&ExportPDF=1&Filename=13MFF-0102_schedule.pdf,Mo-Su:9AM-10AM/1PM-2PM,,04/12/2013 02:43:48 PM,Apr 12 2013  2:33PM,1,03/15/2014 12:00:00 AM,"(37.7644473093577, -122.397987371498)",,,,,
437225,Natan's Catering,Truck,15019101,MISSION BAY BLVD SOUTH: 03RD ST \ MISSION BAY BLVD to 04TH ST \ MISSION BAY BLVD (501 - 599),Assessors Block 8732/Lot001,8732001,8732,1,13MFF-0102,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6015193.322,2108612.958,37.7707029761,-122.3907903556,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0102&ExportPDF=1&Filename=13MFF-0102_schedule.pdf,Sa/Sa/Sa/Sa/Sa:12AM-1AM,Mo/Mo/Mo/Mo/Mo:6AM-7AM/8AM-9AM,Su/Su/Su/Su/Su:9AM-10AM,Mo/Mo/Mo/Mo/Mo:9AM-1,,04/12/2013 02:43:48 PM,Apr 12 2013  2:33PM,1,03/15/2014 12:00:00 AM,"(37.7707029898873, -122.390790355557)",,
437226,Natan's Catering,Truck,185205,,1650 03RD ST,8711007,8711,7,13MFF-0102,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6014983.88328,2108042.28534,37.7691244122,-122.3914749112,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0102&ExportPDF=1&Filename=13MFF-0102_schedule.pdf,Mo-Fr:9AM-11AM,,04/12/2013 02:43:48 PM,Apr 12 2013  2:33PM,1,03/15/2014 12:00:00 AM,"(37.7691244259594, -122.391474911236)",,,,,
453012,Tacos Santana,Truck,3742000,CARROLL AVE: QUINT ST to BAY SHORE BLVD \ THORNTON AVE (2100 - 2199),2101 CARROLL AVE,5436012,5436,12,13MFF-0112,REQUESTED,Tacos: Burritos : Tortas: Quesadillas & Beverages,6011371.493,2093947.369,37.7302216813,-122.4029785267,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0112&ExportPDF=1&Filename=13MFF-0112_schedule.pdf,Mo-Su:10AM-9PM,07/25/2013 12:00:00 AM,,Jun  5 2013 11:18AM,1,03/15/2014 12:00:00 AM,"(37.7302216951339, -122.402978526676)",,,,,
453013,Tacos Santana,Truck,7498000,JERROLD AVE: PHELPS ST to QUINT ST (1700 - 1799),1700 JERROLD AVE,5262009,5262,9,13MFF-0112,REQUESTED,Tacos: Burritos : Tortas: Quesadillas & Beverages,6014746.675,2098348.869,37.7424951959,-122.3916175951,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0112&ExportPDF=1&Filename=13MFF-0112_schedule.pdf,Mo-Su:11AM-5PM,07/25/2013 12:00:00 AM,,Jun  5 2013 11:18AM,1,03/15/2014 12:00:00 AM,"(37.7424952097399, -122.391617595088)",,,,,
453014,Tacos Santana,Truck,7501000,JERROLD AVE: TOLAND ST to UPTON ST (2100 - 2230),2142 JERROLD AVE,5230011,5230,11,13MFF-0112,REQUESTED,Tacos: Burritos : Tortas: Quesadillas & Beverages,6012644.555,2099128.352,37.7445185827,-122.3989408466,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0112&ExportPDF=1&Filename=13MFF-0112_schedule.pdf,Mo-Su:5PM-10PM,07/25/2013 12:00:00 AM,,Jun  5 2013 11:18AM,1,03/15/2014 12:00:00 AM,"(37.74451859648, -122.398940846618)",,,,,
462341,Tacos Santana,Truck,5688000,FOLSOM ST: 14TH ST to 15TH ST (1800 - 1899),1800 FOLSOM ST,3549083,3549,83,13MFF-0112,REQUESTED,Tacos: Burritos : Tortas: Quesadillas & Beverages,6007856.719,2107724.046,37.7678524427,-122.4161048925,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0112&ExportPDF=1&Filename=13MFF-0112_schedule.pdf,,07/25/2013 12:00:00 AM,,Jun  5 2013 11:18AM,1,03/15/2014 12:00:00 AM,"(37.7678524565106, -122.416104892522)",,,,,
484711,Benny's,Truck,5629000,FLORIDA ST: 24TH ST to 25TH ST (1200 - 1299),1217 FLORIDA ST,4268035,4268,35,13MFF-0118,REQUESTED,Hot/cold sandwiches: anticuchos pervanos: natural juices: sodas: coffee: pastry:,6009543.982,2102108.255,37.7525274779,-122.4098723554,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0118&ExportPDF=1&Filename=13MFF-0118_schedule.pdf,,,,Oct  4 2013  9:51AM,0,,"(37.7525274916837, -122.409872355387)",,,,,
487710,Teresa Hotdogs,Truck,8767101,MARKET ST: 16TH ST \ NOE ST to 17TH ST \ CASTRO ST (2301 - 2399) -- SOUTH --,2367 MARKET ST,3563036,3563,36,13MFF-0124,REQUESTED,Hot dogs & various beverages,6002545.829,2106007.326,37.7628387071,-122.4343518689,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0124&ExportPDF=1&Filename=13MFF-0124_schedule.pdf,Su/Fr/Sa:12AM-3AM,Th/Fr/Sa:10PM-12AM,,,Oct 21 2013 12:17PM,0,,"(37.7628387208928, -122.434351868921)",,,,
487711,Teresa Hotdogs,Truck,892000,18TH ST: CASTRO ST to COLLINGWOOD ST (4100 - 4199),4111 18TH ST,2695001,2695,1,13MFF-0125,REQUESTED,Hot dogs & various beverages,6002267.741,2105227.523,37.7606817688,-122.4352578958,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0125&ExportPDF=1&Filename=13MFF-0125_schedule.pdf,,,,Oct 21 2013 12:21PM,0,,"(37.7606817825516, -122.435257895798)",,,,,
487714,Teresa Hotdogs,Truck,3790000,CASTRO ST: 17TH ST \ MARKET ST to 18TH ST (400 - 499),444 CASTRO ST,2647006,2647,6,13MFF-0125,REQUESTED,Hot dogs & various beverages,6002234.387,2105616.874,37.761748938,-122.4354011044,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0125&ExportPDF=1&Filename=13MFF-0125_schedule.pdf,,,,Oct 21 2013 12:21PM,0,,"(37.7617489518055, -122.435401104393)",,,,,
487908,"Mr. Nice, LLC",Truck,635000,15TH ST: RHODE ISLAND ST to HENRY ADAMS ST \ KANSAS ST (200 - 299),235 15TH ST,3936001,3936,1,13MFF-0123,REQUESTED,100% Grass fed beef hot dogs: wellshire bacon wrapped hot dogs: beef & heirloom pork spicy link: smoked pork bratwurst: organic chicken apple sausage: Irish breakfast rolls: sandwiches: various sides (fries: potato salad: coleslaw: salad) & ice cream.,6011601.833,2107328.694,37.7669767565,-122.4031230939,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0123&ExportPDF=1&Filename=13MFF-0123_schedule.pdf,Mo-Fr:7AM-4PM,,,Oct 18 2013  2:42PM,0,,"(37.7669767702637, -122.403123093919)",,,,,
494439,Sinthya's Hot Dogs,Truck,335000,06TH ST: FOLSOM ST to SHIPLEY ST (300 - 330),301 06TH ST,3753122,3753,122,13MFF-0127,REQUESTED,Hot dogs: chips: soda: corn on the cob: french fries,6011119.423,2111514.075,37.7784418992,-122.405086421,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0127&ExportPDF=1&Filename=13MFF-0127_schedule.pdf,Th/Fr/Sa:10PM-3AM,,,Nov  4 2013  3:07PM,0,,"(37.7784419129936, -122.405086420942)",,,,,
494583,Sinthya's Hot Dogs,Truck,9124000,MISSION ST: 22ND ST to 23RD ST (2600 - 2699),2664 MISSION ST,3636009,3636,9,13MFF-0128,REQUESTED,Hot dogs: chips: soda: corn on the cob: french fries,6006918.868,2102808.378,37.7543023859,-122.4190001195,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0128&ExportPDF=1&Filename=13MFF-0128_schedule.pdf,Su/We/Th/Fr/Sa:5PM-9PM,,,Nov  4 2013  3:19PM,0,,"(37.7543023996632, -122.419000119479)",,,,,
494584,Sinthya's Hot Dogs,Truck,5676000,FOLSOM ST: RAUSCH ST to RODGERS ST (1148 - 1175),1155 FOLSOM ST,3755077,3755,77,13MFF-0128,REQUESTED,Hot dogs: chips: soda: corn on the cob: french fries,6010017.316,2110512.68,37.7756306308,-122.4088283724,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0128&ExportPDF=1&Filename=13MFF-0128_schedule.pdf,Th/Fr/Sa:10PM-3AM,,,Nov  4 2013  3:19PM,0,,"(37.7756306445442, -122.408828372359)",,,,,
498118,Mario's Colombian and Mexican Food,Truck,12033000,SOUTH VAN NESS AVE: 26TH ST to CESAR CHAVEZ ST (1500 - 1599),1575 SOUTH VAN NESS AVE,6571027,6571,27,13MFF-0130,REQUESTED,Mexican: Tacos: quesadillas: burritos: tortas. Colombian: Chorizo con arepa: potatoes & sausage: empanadas: arepa rellana: potatoes & guacamole.,6007869.111,2100671.835,37.748489385,-122.4155626709,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0130&ExportPDF=1&Filename=13MFF-0130_schedule.pdf,Mo-We:10AM-8PM,,,Nov 20 2013 11:38AM,0,,"(37.7484893987889, -122.415562670844)",,,,,
498134,"The Sandwich Stand, LLC.",Truck,8627000,MAIN ST: MARKET ST to MISSION ST (1 - 99),50 MAIN ST,3711019,3711,19,13MFF-0132,REQUESTED,,6013722.24,2116531.414,37.7923635144,-122.396434008,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0132&ExportPDF=1&Filename=13MFF-0132_schedule.pdf,,,,Nov 20 2013  3:09PM,0,,"(37.7923635281798, -122.396434007966)",,,,,
502312,Yummy Hot Dogs,Push Cart,8749201,MARKET ST: MASON ST \ TURK ST to 06TH ST \ GOLDEN GATE AVE \ TAYLOR ST (950 - 998) -- NORTH --,954 MARKET ST,342001,342,1,13MFF-0115,APPROVED,Hot dogs: pretzels: chips: juices and cold drinks,6009859.555,2113263.691,37.7831754207,-122.4095683155,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0115&ExportPDF=1&Filename=13MFF-0115_schedule.pdf,Tu/Th/Sa:10AM-7PM,,03/26/2015 11:29:21 AM,Jul 25 2013  2:23PM,0,03/15/2016 12:00:00 AM,"(37.7831754345113, -122.409568315537)",,,,,
502315,Yummy Hot Dogs,Push Cart,8749101,MARKET ST: MASON ST \ TURK ST to 06TH ST \ GOLDEN GATE AVE \ TAYLOR ST (943 - 999) -- SOUTH --,945 MARKET ST,3704240,3704,240,13MFF-0115,APPROVED,Hot dogs: pretzels: chips: juices and cold drinks,6010068.04758,2113135.15204,37.7828341637,-122.4088379404,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0115&ExportPDF=1&Filename=13MFF-0115_schedule.pdf,Mo/We/Fr:10AM-7PM,,03/26/2015 11:29:21 AM,Jul 25 2013  2:23PM,0,03/15/2016 12:00:00 AM,"(37.7828341774764, -122.408837940436)",,,,,
509478,Sun Rise Catering,Truck,11186000,RUSS ST: HOWARD ST to FOLSOM ST (100 - 199),150 RUSS ST,3731082,3731,82,14MFF-0001,EXPIRED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,6010358.298,2111396.153,37.7780755348,-122.4077111343,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0001&ExportPDF=1&Filename=14MFF-0001_schedule.pdf,Mo-Fr:9AM-10AM,,09/10/2014 03:57:43 PM,Jan  8 2014  3:11PM,1,03/15/2015 12:00:00 AM,"(37.7780755485344, -122.407711134257)",,,,,
509479,Sun Rise Catering,Truck,446000,09TH ST: LARKIN ST \ MARKET ST to JESSIE ST (1 - 55),55 09TH ST,3701066,3701,66,14MFF-0001,EXPIRED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,6008215.23641,2111083.64845,37.7770972709,-122.4151026514,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0001&ExportPDF=1&Filename=14MFF-0001_schedule.pdf,Mo-Fr:9AM-11AM,,09/10/2014 03:57:43 PM,Jan  8 2014  3:11PM,1,03/15/2015 12:00:00 AM,"(37.7770972846803, -122.415102651351)",,,,,
509480,Sun Rise Catering,Truck,12477000,TEHAMA ST: 08TH ST to 09TH ST (700 - 799),716 TEHAMA ST,3729102,3729,102,14MFF-0001,EXPIRED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,6009163.974,2110527.603,37.7756237711,-122.4117813577,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0001&ExportPDF=1&Filename=14MFF-0001_schedule.pdf,Mo-Fr:10AM-11AM,,09/10/2014 03:57:43 PM,Jan  8 2014  3:11PM,1,03/15/2015 12:00:00 AM,"(37.7756237849093, -122.411781357735)",,,,,
509481,Sun Rise Catering,Truck,5659000,FOLSOM ST: ESSEX ST to 02ND ST (529 - 599),532 FOLSOM ST,3736 156,3736,156,14MFF-0001,EXPIRED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,6013904.78634,2114508.16614,37.786818303,-122.3956605661,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0001&ExportPDF=1&Filename=14MFF-0001_schedule.pdf,Mo/Tu/We/Th/Fr:10AM-12PM,Mo-Fr:12PM-2PM,,09/10/2014 03:57:43 PM,Jan  8 2014  3:11PM,1,03/15/2015 12:00:00 AM,"(37.7868183168104, -122.395660566056)",,,,
509482,Sun Rise Catering,Truck,9298000,MONTGOMERY ST: SUTTER ST to BUSH ST (100 - 199),180 MONTGOMERY ST,289009,289,9,14MFF-0001,EXPIRED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,6012111.167,2115971.308,37.7907358105,-122.4019690017,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0001&ExportPDF=1&Filename=14MFF-0001_schedule.pdf,Mo-Fr:1PM-2PM,,09/10/2014 03:57:43 PM,Jan  8 2014  3:11PM,1,03/15/2015 12:00:00 AM,"(37.7907358243064, -122.40196900167)",,,,,
509483,Sun Rise Catering,Truck,9546000,NEW MONTGOMERY ST: NATOMA ST to HOWARD ST (158 - 199),180 NEW MONTGOMERY ST,3722022,3722,22,14MFF-0001,EXPIRED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,6012785.32,2114324.261,37.7862510074,-122.3995207669,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0001&ExportPDF=1&Filename=14MFF-0001_schedule.pdf,Mo-Fr:1PM-2PM,,09/10/2014 03:57:43 PM,Jan  8 2014  3:11PM,1,03/15/2015 12:00:00 AM,"(37.7862510212184, -122.399520766934)",,,,,
509484,Sun Rise Catering,Truck,5862000,FREMONT ST: NATOMA ST to HOWARD ST (170 - 199),199 FREMONT ST,3719008,3719,8,14MFF-0001,EXPIRED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0001&ExportPDF=1&Filename=14MFF-0001_schedule.pdf,Mo/Tu/We/Th/Fr:6AM-7AM,,09/10/2014 03:57:43 PM,Jan  8 2014  3:11PM,1,03/15/2015 12:00:00 AM,,,,,,
509485,Sun Rise Catering,Truck,11542000,SANSOME ST: SUTTER ST to BUSH ST (1 - 99),1 SANSOME ST,289003,289,3,14MFF-0001,EXPIRED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,6012406.465,2115874.016,37.7904851461,-122.4009404407,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0001&ExportPDF=1&Filename=14MFF-0001_schedule.pdf,Mo/Tu/We/Th/Fr:7AM-9AM,,09/10/2014 03:57:43 PM,Jan  8 2014  3:11PM,1,03/15/2015 12:00:00 AM,"(37.7904851598986, -122.40094044068)",,,,,
509486,Sun Rise Catering,Truck,7052000,HOWARD ST: 09TH ST to WASHBURN ST (1300 - 1317),1300 HOWARD ST,3509008A,3509,008A,14MFF-0001,EXPIRED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,6008608.96,2110322.612,37.7750297629,-122.4136867912,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0001&ExportPDF=1&Filename=14MFF-0001_schedule.pdf,Mo-Fr:8AM-9AM,,09/10/2014 03:57:43 PM,Jan  8 2014  3:11PM,1,03/15/2015 12:00:00 AM,"(37.7750297766657, -122.413686791238)",,,,,
509487,Sun Rise Catering,Truck,417000,08TH ST: BRANNAN ST to TOWNSEND ST (600 - 699),699 08TH ST,3783009,3783,9,14MFF-0001,EXPIRED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,6011509.501,2108803.834,37.7710219992,-122.4035462542,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0001&ExportPDF=1&Filename=14MFF-0001_schedule.pdf,Mo/Tu/We/Th/Fr:8AM-9AM,,09/10/2014 03:57:43 PM,Jan  8 2014  3:11PM,1,03/15/2015 12:00:00 AM,"(37.7710220130332, -122.403546254174)",,,,,
509488,Sun Rise Catering,Truck,10664201,POTRERO AVE: 18TH ST to 19TH ST (600 - 698) -- WEST --,690 POTRERO AVE,4025003B,4025,003B,14MFF-0001,EXPIRED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,6010311.877,2105129.793,37.7608669513,-122.4074298309,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0001&ExportPDF=1&Filename=14MFF-0001_schedule.pdf,Mo/Tu/We/Th/Fr:9AM-10AM,,09/10/2014 03:57:43 PM,Jan  8 2014  3:11PM,1,03/15/2015 12:00:00 AM,"(37.7608669651463, -122.407429830881)",,,,,
509489,Sun Rise Catering,Truck,12682000,TREAT AVE: 16TH ST \ HARRISON ST to 17TH ST (300 - 399),350 TREAT AVE,3572002,3572,2,14MFF-0001,EXPIRED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,6008547.66,2106498.902,37.7645273059,-122.4136283367,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0001&ExportPDF=1&Filename=14MFF-0001_schedule.pdf,Mo/Tu/We/Th/Fr:9AM-10AM,,09/10/2014 03:57:43 PM,Jan  8 2014  3:11PM,1,03/15/2015 12:00:00 AM,"(37.7645273196895, -122.413628336653)",,,,,
509490,Sun Rise Catering,Truck,7057000,HOWARD ST: 11TH ST to LAFAYETTE ST (1500 - 1549),1523 HOWARD ST,3516065,3516,65,14MFF-0001,EXPIRED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,6008001.678,2109463.17,37.772635818,-122.4157266507,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0001&ExportPDF=1&Filename=14MFF-0001_schedule.pdf,Mo/Tu/We/Th/Fr:9AM-10AM,,09/10/2014 03:57:43 PM,Jan  8 2014  3:11PM,1,03/15/2015 12:00:00 AM,"(37.7726358317934, -122.415726650725)",,,,,
509491,Sun Rise Catering,Truck,8100000,LANGTON ST: DECKER ALY to HARRISON ST (108 - 183),175 LANGTON ST,3755200,3755,200,14MFF-0001,EXPIRED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,6010511.607,2110467.278,37.7755336414,-122.4071152892,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0001&ExportPDF=1&Filename=14MFF-0001_schedule.pdf,Mo/Tu/We/Th/Fr:9AM-10AM,,09/10/2014 03:57:43 PM,Jan  8 2014  3:11PM,1,03/15/2015 12:00:00 AM,"(37.7755336552287, -122.407115289192)",,,,,
